0	0.05549
1	0.04823
2	0.04427
3	0.03997
4	0.03709
5	0.03402
6	0.03139
7	0.02933
8	0.02731
9	0.02564
10	0.02371
11	0.02276
12	0.02233
13	0.02201
14	0.02162
15	0.02133
16	0.02125
17	0.02125
18	0.02133
19	0.02162
20	0.02201
21	0.02233
22	0.02276
23	0.02371
24	0.02564
25	0.02731
26	0.02933
27	0.03139
28	0.03402
29	0.03709
30	0.03997
31	0.04427
32	0.04823
